name,Parties,Treaty type,Status,Date of signature,Date of entry into force,Treaty full text,IIA content,Originally mapped,Mapped by,About,"criteria/Preamble/Reference to right to regulate (e.g. regulatory autonomy, policy space, flexibility to introduce new regulations)",criteria/Preamble/Reference to sustainable development,"criteria/Preamble/Reference to social investment aspects (e.g. human rights, labour, health, CSR, poverty reduction)","criteria/Preamble/Reference to environmental aspects (e.g. plant or animal life, biodiversity, climate change)",criteria/Scope and Definitions/Definition of investment/Type of definition,criteria/Scope and Definitions/Definition of investment/Limitations to the definition of investment/Excludes portfolio investment,"criteria/Scope and Definitions/Definition of investment/Limitations to the definition of investment/Excludes other specific assets (e.g. sovereign debt, ordinary commercial transactions, etc.)",criteria/Scope and Definitions/Definition of investment/Limitations to the definition of investment/Lists required characteristics of investment,"criteria/Scope and Definitions/Definition of investment/Limitations to the definition of investment/Contains ""in accordance with host State laws"" requirement",criteria/Scope and Definitions/Definition of investment/Limitations to the definition of investment/Sets out closed (exhaustive) list of covered assets,criteria/Scope and Definitions/Definition of investor/Definition included,criteria/Scope and Definitions/Definition of investor/Specifying natural persons covered/Includes permanent residents,criteria/Scope and Definitions/Definition of investor/Specifying natural persons covered/Excludes dual nationals,criteria/Scope and Definitions/Definition of investor/Specifying legal entities covered/Includes requirement of substantial business activity,criteria/Scope and Definitions/Definition of investor/Specifying legal entities covered/Defines ownership and control of legal entities,criteria/Scope and Definitions/Denial of benefits (DoB)/DoB clause included,"criteria/Scope and Definitions/Denial of benefits (DoB)/Content of the DoB clause/""Substantive business operations"" criterion",criteria/Scope and Definitions/Denial of benefits (DoB)/Content of the DoB clause/Applies to investors from States with no diplomatic relations or under economic/trade restrictions,"criteria/Scope and Definitions/Denial of benefits (DoB)/Content of the DoB clause/Discretionary (""Party may deny"") or mandatory (""benefits shall be denied"")",criteria/Scope and Definitions/Substantive scope of the treaty/Limiting substantive scope of the treaty/Excludes taxation,"criteria/Scope and Definitions/Substantive scope of the treaty/Limiting substantive scope of the treaty/Excludes subsidies, grants",criteria/Scope and Definitions/Substantive scope of the treaty/Limiting substantive scope of the treaty/Excludes government procurement,criteria/Scope and Definitions/Substantive scope of the treaty/Limiting substantive scope of the treaty/Excludes other subject matter,criteria/Scope and Definitions/Temporal scope of the treaty/Investments covered,criteria/Scope and Definitions/Temporal scope of the treaty/Disputes covered,criteria/Standards of Treatment/National treatment (NT)/Type of NT clause,"criteria/Standards of Treatment/National treatment (NT)/Reference to ""like circumstances"" (or similar)",criteria/Standards of Treatment/Most-favoured-nation (MFN) treatment/Type of MFN clause,criteria/Standards of Treatment/Most-favoured-nation (MFN) treatment/Exceptions from MFN obligation/Economic integration agreements,criteria/Standards of Treatment/Most-favoured-nation (MFN) treatment/Exceptions from MFN obligation/Taxation treaties,criteria/Standards of Treatment/Most-favoured-nation (MFN) treatment/Exceptions from MFN obligation/Procedural issues (ISDS),criteria/Standards of Treatment/Fair and equitable treatment (FET)/Type of FET clause,criteria/Standards of Treatment/Fair and equitable treatment (FET)/FET qualified/By reference to international law,criteria/Standards of Treatment/Fair and equitable treatment (FET)/FET qualified/By listing FET elements (exhaustive or indicative list),criteria/Standards of Treatment/Fair and equitable treatment (FET)/FET qualified/FET modifiers,criteria/Standards of Treatment/Fair and equitable treatment (FET)/FET qualified/Full protection and security,"criteria/Standards of Treatment/Fair and equitable treatment (FET)/FET qualified/Prohibition on unreasonable, arbitrary or discriminatory measures",criteria/Standards of Treatment/Expropriation/Scope of measures covered,criteria/Standards of Treatment/Expropriation/Refining expropriation clause/Indirect expropriation defined,criteria/Standards of Treatment/Expropriation/Refining expropriation clause/Carve-out for general regulatory measures,criteria/Standards of Treatment/Expropriation/Refining expropriation clause/Carve-out for compulsory licenses in conformity with WTO,criteria/Standards of Treatment/Protection from strife/Specifications/Relative right to compensation (comparator),criteria/Standards of Treatment/Protection from strife/Specifications/Absolute right to compensation in certain circumstances,criteria/Standards of Treatment/Transfer of funds/Includes transfer of funds,criteria/Standards of Treatment/Transfer of funds/Exceptions to the transfer of funds obligation/Balance-of-payments exception,"criteria/Standards of Treatment/Transfer of funds/Exceptions to the transfer of funds obligation/Other specific exceptions (e.g. to protect creditors, etc.)",criteria/Standards of Treatment/Prohibition of performance requirements (PRs)/Includes prohibition of PRs,criteria/Standards of Treatment/Prohibition of performance requirements (PRs)/Type of PR clause,criteria/Standards of Treatment/Prohibition of performance requirements (PRs)/Umbrella clause,criteria/Standards of Treatment/Prohibition of performance requirements (PRs)/Entry and sojourn of personnel (subject to local laws),criteria/Standards of Treatment/Prohibition of performance requirements (PRs)/Senior management (nationality),criteria/Other Clauses/Transparency/Directed at States (obligation to publish laws and regulations),criteria/Other Clauses/Transparency/Directed at investors,"criteria/Other Clauses/Transparency/Health and environment (any mentioning in the text, except preamble)","criteria/Other Clauses/Transparency/Labour standards (any mentioning in the text, except preamble)","criteria/Other Clauses/Transparency/Right to regulate (any mentioning in the text of this or similar concepts, except preamble)","criteria/Other Clauses/Transparency/Corporate social responsibility (any mentioning in the text, except preamble)","criteria/Other Clauses/Transparency/Corruption (any mentioning in the text, except preamble)",criteria/Other Clauses/Transparency/Not lowering of standards (typically environment and/or labour standards),criteria/Other Clauses/Transparency/Subrogation clause,"criteria/Other Clauses/Transparency/Non-derogation clause (in case of IIA’s conflict with other norms, more favourable rules apply to investors)",criteria/Other Clauses/Investment promotion/Reference to specific promotion activities in text of agreement (not preamble),criteria/Exceptions/Essential security exception/Exception included,criteria/Exceptions/Essential security exception/Exception defined (exceptional circumstances described in more detail),criteria/Exceptions/Essential security exception/Exception self-judging,criteria/Exceptions/General public policy exceptions/Public health and environment,"criteria/Exceptions/General public policy exceptions/Other public policy exceptions (e.g. cultural heritage, public order, etc.)",criteria/Exceptions/General public policy exceptions/Prudential carve-out (concerns financial measures),criteria/Exceptions/General public policy exceptions/Scheduling and reservations (in treaty texts and annexes),criteria/State-State Dispute Settlement (SSDS)/SSDS included,criteria/Investor-State Dispute Settlement (ISDS)/ISDS included,criteria/Investor-State Dispute Settlement (ISDS)/Alternatives to arbitration,criteria/Investor-State Dispute Settlement (ISDS)/Scope and consent/Scope of claims: general approach (chapeau paragraph of ISDS clause),criteria/Investor-State Dispute Settlement (ISDS)/Scope and consent/Limitations to the scope of ISDS/Limitation of provisions subject to ISDS,criteria/Investor-State Dispute Settlement (ISDS)/Scope and consent/Limitations to the scope of ISDS/Exclusion of policy areas from ISDS,criteria/Investor-State Dispute Settlement (ISDS)/Scope and consent/Limitations to the scope of ISDS/Special mechanism for taxation or prudential measures,criteria/Investor-State Dispute Settlement (ISDS)/Scope and consent/Limitations to the scope of ISDS/Type of consent to arbitration,criteria/Investor-State Dispute Settlement (ISDS)/Forums/ISDS forum options/Domestic courts of the host State,criteria/Investor-State Dispute Settlement (ISDS)/Forums/ISDS forum options/ICSID,criteria/Investor-State Dispute Settlement (ISDS)/Forums/ISDS forum options/UNCITRAL,criteria/Investor-State Dispute Settlement (ISDS)/Forums/ISDS forum options/Other forums,criteria/Investor-State Dispute Settlement (ISDS)/Forums/ISDS forum options/Relationship between forums,criteria/Investor-State Dispute Settlement (ISDS)/Other specific ISDS features/Limitation period for submission of claims,criteria/Investor-State Dispute Settlement (ISDS)/Other specific ISDS features/Provisional measures,criteria/Investor-State Dispute Settlement (ISDS)/Other specific ISDS features/Consolidation of claims,criteria/Investor-State Dispute Settlement (ISDS)/Other specific ISDS features/Limited remedies (specifying available types of remedies),criteria/Investor-State Dispute Settlement (ISDS)/Other specific ISDS features/Treaty interpretation/Affirms binding interpretation by contracting parties or their joint committee,criteria/Investor-State Dispute Settlement (ISDS)/Other specific ISDS features/Treaty interpretation/Requires certain questions to be submitted to contracting parties (renvoi),criteria/Investor-State Dispute Settlement (ISDS)/Other specific ISDS features/Treaty interpretation/Regulates submissions by non-disputing State party,criteria/Investor-State Dispute Settlement (ISDS)/Other specific ISDS features/Transparency in arbitral proceedings/Requires documents to be made publicly available,criteria/Investor-State Dispute Settlement (ISDS)/Other specific ISDS features/Transparency in arbitral proceedings/Requires hearings to be open to the public,criteria/Investor-State Dispute Settlement (ISDS)/Other specific ISDS features/Transparency in arbitral proceedings/Regulates amicus curiae submissions by third (non-disputing) parties,criteria/Institutional Issues/Mechanism for consultations between State parties,criteria/Institutional Issues/Institutional framework (committee),criteria/Institutional Issues/Technical cooperation/capacity building,"criteria/Treaty Duration, Amendment and Termination/Treaty duration/Years of initial treaty term","criteria/Treaty Duration, Amendment and Termination/Treaty duration/Automatic renewal","criteria/Treaty Duration, Amendment and Termination/Amendment and termination/Unilateral termination/Includes modalities for unilateral termination","criteria/Treaty Duration, Amendment and Termination/Amendment and termination/Unilateral termination/Length of notice period","criteria/Treaty Duration, Amendment and Termination/Amendment and termination/Unilateral termination/Includes modalities for amendment or renegotiation","criteria/Treaty Duration, Amendment and Termination/Amendment and termination/Unilateral termination/""Survival""/""sunset"" clause length",Date of termination,Type of termination,Short title:,Treaty investment chapter text
Netherlands - Slovakia BIT (1991),"1. Netherlands
2. Slovakia",Bilateral Investment Treaties,In force,29/04/1991,01/10/1992,en,Mapped,02-2016,Boston College (United States); King's College London School of Law (United Kingdom),"The IIA Mapping Project is a collaborative initiative between UNCTAD and universities worldwide to map the content of IIAs. The resulting database serves as a tool to understand trends in IIA drafting, assess the prevalence of different policy approaches and identify treaty examples.
                        
                        For more information on the project, please read the Mapping Project Description & Methodology.",No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,Voluntary ADR (conciliation / mediation),Covers any dispute relating to investment,No,No,No,Provides express or implied consent,No,No,Yes,No,No reference,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,10 years,10 years,Yes,Six months prior notice,No,15 years,,,,
Netherlands - Slovenia BIT (1996),"1. Netherlands
2. Slovenia",Bilateral Investment Treaties,In force,24/09/1996,01/08/1998,en,Mapped,04-2014,Korea University Law School (South Korea); Xiamen University School of Law (China),"The IIA Mapping Project is a collaborative initiative between UNCTAD and universities worldwide to map the content of IIAs. The resulting database serves as a tool to understand trends in IIA drafting, assess the prevalence of different policy approaches and identify treaty examples.
                        
                        For more information on the project, please read the Mapping Project Description & Methodology.",No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,No,No,No,Yes,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,No,Yes,No,No,No reference,No,No,No,No,No,No,No,No,No,No,Yes,No,No,15 years,10 years,Yes,Six months prior notice,No,15 years,,,,
Netherlands - South Africa BIT (1995),"1. Netherlands
2. South Africa",Bilateral Investment Treaties,Terminated,09/05/1995,01/05/1999,en,Mapped,03-2014,University of Ottawa (Canada); Paris Institute of Political Studies (France),"The IIA Mapping Project is a collaborative initiative between UNCTAD and universities worldwide to map the content of IIAs. The resulting database serves as a tool to understand trends in IIA drafting, assess the prevalence of different policy approaches and identify treaty examples.
                        
                        For more information on the project, please read the Mapping Project Description & Methodology.",No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,No,Yes,Yes,Yes,No reference,No,No,No,No,No,No,No,No,No,No,Yes,No,No,15 years,10 years,Yes,Six months prior notice,No,15 years,30/04/2014,Unilaterally denounced,,
Netherlands - Sri Lanka BIT (1984),"1. Netherlands
2. Sri Lanka",Bilateral Investment Treaties,In force,26/04/1984,01/05/1985,en,Mapped,04-2016,Xiamen University School of Law (China); City University London Law School (United Kingdom),"The IIA Mapping Project is a collaborative initiative between UNCTAD and universities worldwide to map the content of IIAs. The resulting database serves as a tool to understand trends in IIA drafting, assess the prevalence of different policy approaches and identify treaty examples.
                        
                        For more information on the project, please read the Mapping Project Description & Methodology.",No,No,No,No,Asset-based definition,No,No,No,Inconclusive,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,None,No,Yes,Yes,No,No explicit PR clause,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,Voluntary ADR (conciliation / mediation),Covers any dispute relating to investment,No,No,No,Requires case-by-case consent,Yes,Yes,No,No,Local remedies first,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,15 years,Indefinite term,Yes,Six months prior notice,No,15 years,,,,
Netherlands - Sudan BIT (1970),"1. Netherlands
2. Sudan",Bilateral Investment Treaties,In force,22/08/1970,27/03/1972,nl | en,Mapped,11-2016,National University of La Plata (Argentina); Xi'an Jiaotong University (China),"The IIA Mapping Project is a collaborative initiative between UNCTAD and universities worldwide to map the content of IIAs. The resulting database serves as a tool to understand trends in IIA drafting, assess the prevalence of different policy approaches and identify treaty examples.
                        
                        For more information on the project, please read the Mapping Project Description & Methodology.",No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,No,None,Not applicable,Not applicable,Not applicable,FET unqualified,None,No,None,Standard,No,Indirect expropriation not mentioned,No,No,No,Not applicable,Not applicable,Yes,No,No,No explicit PR clause,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,Yes,No,5 years,5 years,Yes,Six months prior notice,No,None,,,,
Netherlands - Suriname BIT (2005),"1. Netherlands
2. Suriname",Bilateral Investment Treaties,In force,31/03/2005,01/09/2006,en,Mapped,05-2013,Korea University Law School (South Korea); Hacettepe University Faculty of Law (Turkey),"The IIA Mapping Project is a collaborative initiative between UNCTAD and universities worldwide to map the content of IIAs. The resulting database serves as a tool to understand trends in IIA drafting, assess the prevalence of different policy approaches and identify treaty examples.
                        
                        For more information on the project, please read the Mapping Project Description & Methodology.",No,No,Yes,Yes,Asset-based definition,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,Voluntary ADR (conciliation / mediation),Covers any dispute relating to investment,No,No,No,Provides express or implied consent,No,Yes,No,Yes,No reference,No,No,No,No,No,No,No,No,No,No,Yes,No,No,15 years,10 years,Yes,Six months prior notice,No,15 years,,,,
Netherlands - Tajikistan BIT (2002),"1. Netherlands
2. Tajikistan",Bilateral Investment Treaties,In force,24/07/2002,01/04/2004,en,Mapped,05-2013,Korea University Law School (South Korea); Hacettepe University Faculty of Law (Turkey),"The IIA Mapping Project is a collaborative initiative between UNCTAD and universities worldwide to map the content of IIAs. The resulting database serves as a tool to understand trends in IIA drafting, assess the prevalence of different policy approaches and identify treaty examples.
                        
                        For more information on the project, please read the Mapping Project Description & Methodology.",No,No,No,No,Asset-based definition,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,Voluntary ADR (conciliation / mediation),Covers any dispute relating to investment,No,No,No,Provides express or implied consent,No,Yes,No,No,No reference,No,No,No,No,No,No,No,No,No,No,Yes,No,No,15 years,10 years,Yes,Six months prior notice,No,15 years,,,,
Netherlands - Thailand BIT (1972),"1. Netherlands
2. Thailand",Bilateral Investment Treaties,In force,06/06/1972,03/03/1973,en,Mapped,04-2016,Istanbul Bilgi University (Turkey); Roma Tre University (Italy),"The IIA Mapping Project is a collaborative initiative between UNCTAD and universities worldwide to map the content of IIAs. The resulting database serves as a tool to understand trends in IIA drafting, assess the prevalence of different policy approaches and identify treaty examples.
                        
                        For more information on the project, please read the Mapping Project Description & Methodology.",No,No,No,No,No definition,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Not stipulated,Not stipulated,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,FET combined with NT or MFN,Standard,Yes,Indirect expropriation mentioned,No,No,No,Not applicable,Not applicable,Yes,No,No,No explicit PR clause,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Not applicable,Not applicable,No,No,No,None,Yes,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,Yes,No,10 years,Indefinite term,Yes,One year prior notice,No,10 years,,,,
Netherlands - Tunisia BIT (1998),"1. Netherlands
2. Tunisia",Bilateral Investment Treaties,In force,11/05/1998,01/08/1999,en,Mapped,04-2014,Korea University Law School (South Korea); Xiamen University School of Law (China),"The IIA Mapping Project is a collaborative initiative between UNCTAD and universities worldwide to map the content of IIAs. The resulting database serves as a tool to understand trends in IIA drafting, assess the prevalence of different policy approaches and identify treaty examples.
                        
                        For more information on the project, please read the Mapping Project Description & Methodology.",No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,Yes,No explicit PR clause,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,No,Yes,No,No,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,15 years,15 years,Yes,Six months prior notice,No,15 years,,,,
Netherlands - Turkey BIT (1986),"1. Netherlands
2. Turkey",Bilateral Investment Treaties,In force,27/03/1986,01/11/1989,en,Mapped,04-2016,Xiamen University School of Law (China); Hacettepe University Faculty of Law (Turkey),"The IIA Mapping Project is a collaborative initiative between UNCTAD and universities worldwide to map the content of IIAs. The resulting database serves as a tool to understand trends in IIA drafting, assess the prevalence of different policy approaches and identify treaty examples.
                        
                        For more information on the project, please read the Mapping Project Description & Methodology.",No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,No,No,No,Yes,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,Voluntary ADR (conciliation / mediation),Covers treaty claims only,No,Yes,No,Provides express or implied consent,Yes,Yes,No,No,Inconclusive,No,No,No,No,No,No,No,No,No,No,Yes,No,No,10 years,10 years,Yes,Six months prior notice,Yes,15 years,,,,
Netherlands - Uganda BIT (1970),"1. Netherlands
2. Uganda",Bilateral Investment Treaties,Terminated,24/04/1970,,en | nl,Mapped,11-2016,Danube University Krems (Austria); Austral University (Argentina),"The IIA Mapping Project is a collaborative initiative between UNCTAD and universities worldwide to map the content of IIAs. The resulting database serves as a tool to understand trends in IIA drafting, assess the prevalence of different policy approaches and identify treaty examples.
                        
                        For more information on the project, please read the Mapping Project Description & Methodology.",No,No,No,No,No definition,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Not stipulated,Not stipulated,Post-establishment,No,Post-establishment,Yes,No,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation not mentioned,No,No,No,Not applicable,Not applicable,Yes,No,No,No explicit PR clause,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Not applicable,Not applicable,Yes,Yes,No,None,Yes,Yes,Voluntary ADR (conciliation / mediation),Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,No,No,No reference,No,No,No,No,No,No,No,No,No,No,No,Yes,No,5 years,Indefinite term,Yes,Six months prior notice,No,None,01/01/2003,Replaced by new treaty,,
Netherlands - Uganda BIT (2000),"1. Netherlands
2. Uganda",Bilateral Investment Treaties,In force,30/05/2000,01/01/2003,en,Mapped,10-2015,Xiamen University School of Law (China); William S. Richardson School of Law at the University of Hawai‘i at Mānoa (United States),"The IIA Mapping Project is a collaborative initiative between UNCTAD and universities worldwide to map the content of IIAs. The resulting database serves as a tool to understand trends in IIA drafting, assess the prevalence of different policy approaches and identify treaty examples.
                        
                        For more information on the project, please read the Mapping Project Description & Methodology.",No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,No,No,No,Yes,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,FET combined with NT or MFN,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,Yes,Yes,No,No,No explicit PR clause,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,Voluntary ADR (conciliation / mediation),Covers any dispute relating to investment,No,No,No,Provides express or implied consent,No,Yes,No,No,No reference,No,No,No,No,No,No,No,No,No,No,Yes,No,No,15 years,10 years,Yes,Six months prior notice,No,15 years,,,,
Netherlands - Ukraine BIT (1994),"1. Netherlands
2. Ukraine",Bilateral Investment Treaties,In force,14/07/1994,01/06/1997,en,Mapped,04-2014,University of Buenos Aires (Argentina); King’s College London School of Law (United Kingdom),"The IIA Mapping Project is a collaborative initiative between UNCTAD and universities worldwide to map the content of IIAs. The resulting database serves as a tool to understand trends in IIA drafting, assess the prevalence of different policy approaches and identify treaty examples.
                        
                        For more information on the project, please read the Mapping Project Description & Methodology.",No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,Negative-list reservations,Yes,Yes,Voluntary ADR (conciliation / mediation),Covers any dispute relating to investment,No,No,No,Provides express or implied consent,No,Yes,Yes,No,No reference,No,No,No,No,No,No,No,No,No,No,Yes,No,No,15 years,10 years,Yes,Six months prior notice,No,15 years,,,,
Netherlands - United Arab Emirates BIT (2013),"1. Netherlands
2. United Arab Emirates",Bilateral Investment Treaties,Signed,26/11/2013,,en,Mapped,06-2015,UNCTAD,"The IIA Mapping Project is a collaborative initiative between UNCTAD and universities worldwide to map the content of IIAs. The resulting database serves as a tool to understand trends in IIA drafting, assess the prevalence of different policy approaches and identify treaty examples.
                        
                        For more information on the project, please read the Mapping Project Description & Methodology.",No,No,No,No,Asset-based definition,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,Yes,No,No,FET unqualified,None,No,FET combined with NT or MFN,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,No,No,Local remedies first,No,No,No,No,No,No,No,No,No,No,Yes,No,No,15 years,10 years,Yes,Six months prior notice,No,15 years,,,,
Netherlands - United Republic of Tanzania BIT (2001),"1. Netherlands
2. Tanzania, United Republic of",Bilateral Investment Treaties,Terminated,31/07/2001,01/04/2004,en,Mapped,05-2015,University of Buenos Aires (Argentina); Korea University Law School (South Korea),"The IIA Mapping Project is a collaborative initiative between UNCTAD and universities worldwide to map the content of IIAs. The resulting database serves as a tool to understand trends in IIA drafting, assess the prevalence of different policy approaches and identify treaty examples.
                        
                        For more information on the project, please read the Mapping Project Description & Methodology.",No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,Yes,No,No,Yes,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,FET combined with NT or MFN,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,Yes,Yes,No,No,No explicit PR clause,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Not applicable,Not applicable,Yes,No,No,None,Yes,Yes,Voluntary ADR (conciliation / mediation),Covers any dispute relating to investment,No,No,No,Provides express or implied consent,No,No,No,No,No reference,No,No,No,No,No,No,No,No,No,No,Yes,No,No,15 years,10 years,Yes,Six months prior notice,No,15 years,01/04/2019,Unilaterally denounced,,
